Sample_number,Species,Sex,Age,Date_of_sample_collection,"2,2',3,4,4',5,5'-Heptachlorobiphenyl (PCB #180)","2,2',3,4,4',5'-Hexachlorobiphenyl (PCB #138)","2,2',4,4',5,5'-Hexachlorobiphenyl (PCB #153)","2,2',4,5,5'-Pentachlorobiphenyl (PCB #101)",Acenaphthene,Avobenzone,BHC-beta,Caffeine,"DDE-p,p'",DEHA (Di(2-ethylhexyl) adipate),DINCH (Diisononyl hexahydrophthalate),DPHP (Bis(2-propylheptyl) phthalate),EHS (2-Ethylhexyl salicylate),Epoxiconazole,Fluopyram,Fluorene,Galaxolide,OC (Octocrylene),Oxybenzone,Phenanthrene,Tetraconazole,Triphenyl phosphate,UV 328,Uvinul A Plus,Park,(-)-Cotinine,17α-Ethinylestradiol,Cypermethrin,Diphenylamine,Estrone,Fipronil,Fludioxonil,TDCPP,Tebuconazole,Tonalid,Picolinafen,Triclosan,"1,3-Dinitrobenzene","2,2',4,4'-tetrabromodiphenyl ether (BDE-47)","2,2',5,5'-Tetrachlorobiphenyl (PCB #52)",Boscalid,"2,4,4'-Trichlorobiphenyl (PCB #28)",Dieldrin,Atrazine,Propiconazole,Terbuthylazine,Terbuthylazine-desethyl,oxy-Chlordane,Clopidogrel,Diazepam,Fenpropidin,Heptachlor,Myclobutanil,trans-Chlordane,"2,2',4,4',5-pentabromodiphenyl ether (BDE-99)",Azoxystrobin,Codeine,Fipronil sulfone,Lenacil,Benzophenone-1,Difenoconazole,Dimethomorph,Season
L76,C. elaphus,Female,Fawn,2024-08-07,<1,2.3093485981270399,2.3367389305565101,NA,<4,NA,<1,2.07906336670057,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L77,C. elaphus,Female,Subadult,2024-09-01,NA,<1,<2,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L78,C. elaphus,Male,Fawn,2024-08-15,<1,2.6506597926345199,3.3166460475940802,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,<1,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,Summer 2024
L79,C. elaphus,Male,Subadult,2024-08-09,<1,1.08404011683256,<2,NA,<4,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L80,C. elaphus,Female,Fawn,2024-08-14,<1,4.9693162016214396,5.5190454335319101,NA,<4,12.338044059799399,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,Summer 2024
L81,C. elaphus,Male,Fawn,2024-08-04,<1,2.88381781596819,2.6921566291654302,NA,<4,NA,<1,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L82,C. elaphus,Female,Adult,2024-08-10,<1,<1,<2,NA,8.67944621884096,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L83,C. elaphus,Male,Subadult,2024-08-14,<1,1.4531852497984701,<2,NA,11.5112249486778,NA,<1,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L84,C. elaphus,Female,Fawn,2024-08-04,<1,3.9231893698578402,4.04547157485535,NA,<4,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L85,C. elaphus,Female,Adult,2024-08-09,<1,<1,<2,NA,<4,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,9.1355183279147401,<10,<1,10.6179853873215,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,<1,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,Summer 2024
L86,C. elaphus,Male,Fawn,2024-08-10,<1,4.8241791088166099,5.8643447355243303,NA,8.16374894054705,12.339644176852801,<1,<2,<1,30.615671989287701,NA,10.5462516908462,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L87,C. elaphus,Male,Fawn,2024-08-09,<1,5.1692668258216097,4.5217801736052996,NA,<4,NA,<1,9.9987419266911708,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L88,C. elaphus,Male,Subadult,2024-08-17,<1,<1,<2,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L89,C. elaphus,Male,Subadult,2024-08-02,<1,1.8305485397541601,<2,NA,10.9185485868495,NA,NA,<2,<1,<20,4.12126525792831,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L90,C. elaphus,Female,Fawn,2024-08-04,<1,2.4984365934171402,2.6268546500140499,NA,<4,11.2914134786528,NA,<2,<1,<20,NA,18.3982625170811,<4,NA,NA,<4,<2,<10,<1,10.2334569256252,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L91,C. elaphus,Male,Subadult,2024-08-10,<1,1.6841306504303799,2.2207113074655598,NA,5.1999077862522203,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L92,C. elaphus,Female,Fawn,2024-08-03,<1,4.1518950468300302,4.2589022768214804,NA,10.2808377934238,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L93,C. elaphus,Female,Fawn,2024-08-13,<1,3.0546080145221199,4.1552237178697098,NA,<4,12.473759922732,1.48705126414775,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L94,C. elaphus,Male,Subadult,2024-08-01,<1,4.4540105569370203,6.6197293278103899,NA,<4,11.562694942369699,<1,26.119433523224501,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4515824642274202,NA,NA,NA,Summer 2024
L95,C. elaphus,Female,Fawn,2024-08-05,<1,3.8919837457125799,3.7564152735798402,NA,<4,<10,<1,2.4841791225051599,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,1.67582481346666,NA,NA,<10,NA,NA,<1,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,Summer 2024
L96,C. elaphus,Female,Subadult,2024-08-14,<1,1.85904147144037,2.19359051105108,NA,8.5674298126919197,17.294740221727199,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L97,C. elaphus,Female,Fawn,2024-08-12,<1,2.1129589300201199,2.3819370343830699,NA,<4,NA,NA,3.66995156333858,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,<1,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L98,C. elaphus,Male,Subadult,2024-08-09,<1,2.36069576895596,2.5844982556500802,NA,<4,10.2860430095001,NA,<2,<1,<20,4.96723627060768,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
L99,C. elaphus,Female,Fawn,2024-08-10,<1,3.3721028649942402,3.0252449398603698,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Kellerwald,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z100,C. elaphus,Male,Fawn,2024-09-04,<1,4.3500138877715102,6.6450736874313998,NA,<4,NA,NA,<2,<1,45.152105137781703,NA,<10,<4,NA,<1,<4,<2,<10,<1,13.0398888280479,<1,<1,NA,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z51,C. elaphus,Female,Fawn,2024-09-07,<1,3.0906625676156501,4.2039203579740203,NA,5.8413748494488598,NA,<1,<2,<1,<20,NA,<10,<4,NA,<1,<4,<2,<10,<1,<10,<1,<1,NA,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z52,C. elaphus,Female,Fawn,2024-08-29,<1,4.6322060005434498,4.6884591880205502,NA,<4,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,<4,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z53,C. elaphus,Male,Adult,2024-08-27,<1,<1,<2,NA,<4,NA,<1,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,<4,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z54,C. elaphus,Female,Fawn,2024-09-10,<1,1.3003840000193001,<2,NA,<4,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z55,C. elaphus,Male,Fawn,2024-08-23,<1,4.0168429076766703,4.6726534678642597,NA,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,<4,<10,Eifel,NA,NA,NA,NA,NA,NA,<1,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,Summer 2024
Z56,C. elaphus,Female,Subadult,2024-08-28,<1,<1,<2,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,<4,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z57,C. elaphus,Male,Adult,2024-09-12,NA,<1,<2,NA,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,<4,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<20,NA,NA,Summer 2024
Z59,C. elaphus,Male,Fawn,2024-09-13,<1,1.6628067136565801,2.1344386784338898,NA,<4,NA,1.10048092669772,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z61,C. elaphus,Male,Adult,2024-08-19,NA,<1,<2,NA,<4,NA,NA,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,11.9721177162965,<1,<1,<4,<10,Eifel,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z62,C. elaphus,Female,Fawn,2024-08-18,<1,2.2822109137259798,3.4156336266598499,NA,<4,NA,NA,<2,<1,21.226692815886601,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z63,C. elaphus,Male,Adult,2024-08-22,<1,1.73736716726498,2.0011513851790501,NA,<4,NA,<1,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,<4,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z64,C. elaphus,Female,Fawn,2024-08-09,<1,1.5400472161908301,<2,NA,<4,NA,<1,<2,<1,<20,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,<4,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z65,C. elaphus,Female,Subadult,2024-08-20,<1,1.0709593835020199,<2,NA,<4,NA,<1,<2,<1,<20,NA,<10,<4,NA,<1,<4,<2,<10,<1,<10,<1,1.2163435048548701,NA,<10,Eifel,NA,NA,NA,<10,NA,NA,<1,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z66,C. elaphus,Female,Fawn,2024-08-05,<1,3.22302767530915,3.6118703789303601,NA,16.7703364779879,NA,<1,<2,<1,<20,NA,<10,<4,NA,<1,<4,<2,<10,<1,<10,NA,<1,<4,<10,Eifel,NA,NA,NA,<10,NA,<1,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,Summer 2024
Z67,C. elaphus,Male,Adult,2024-08-09,<1,1.52610682626795,2.1644773560747601,NA,<4,NA,NA,<2,<1,38.947463135642799,NA,<10,<4,NA,<1,<4,<2,<10,<1,17.143625125810001,<1,<1,<4,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.042440697964999,NA,NA,Summer 2024
Z68,C. elaphus,Female,Adult,2024-08-18,<1,<1,<2,NA,8.7102162255314095,NA,<1,<2,<1,29.012268949518901,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,<4,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z69,C. elaphus,Female,Subadult,2024-08-09,<1,1.51612520210196,<2,NA,4.0124204849150198,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z70,C. elaphus,Male,Fawn,2024-08-06,<1,1.82408612513252,<2,NA,15.105983371960599,NA,NA,<2,<1,65.8513472499275,NA,17.4008994053411,<4,<1,<1,<4,<2,<10,<1,<10,<1,<1,<4,<10,Eifel,NA,NA,NA,<10,NA,<1,<1,<2,<2,NA,<4,NA,NA,<1,NA,<1,NA,NA,NA,<1,NA,NA,NA,NA,<1,NA,NA,<1,NA,NA,NA,NA,<1,NA,NA,<1,NA,Summer 2024
Z71,C. elaphus,Female,Fawn,2024-08-03,<1,1.74573643643822,<2,NA,<4,NA,NA,9.8558214015592895,<1,<20,<4,10.8318615996387,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Eifel,NA,7.1098517038046696,NA,<10,NA,NA,<1,<2,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<2,Summer 2024
Z73,C. elaphus,Female,Fawn,2024-08-03,NA,<1,<2,NA,<4,26.922663789254202,NA,3.04899139108166,<1,40.998608536034602,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Eifel,<4,NA,NA,<10,NA,NA,NA,<2,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.933386949578601,NA,3.1,Summer 2024
Z76,C. elaphus,Female,Adult,2024-08-07,NA,<1,<2,NA,4.5295496832899902,<10,NA,4.7526453717916501,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Eifel,NA,NA,NA,<10,NA,<1,NA,<2,<2,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,Summer 2024
Z78,C. elaphus,Female,Fawn,2024-08-02,<1,2.2993798117119502,2.5188873408878001,NA,<4,NA,NA,29.643184051514499,<1,<20,<4,12.970057540693,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,<4,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z79,C. elaphus,Female,Adult,2024-08-03,<1,1.14596023629509,<2,NA,44.582278981807796,NA,NA,23.755421493180599,<1,108.54220628172,34.9853446113652,36.217547137798199,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,<4,<10,Eifel,NA,NA,NA,<10,NA,16.963865414261001,<1,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,Summer 2024
Z80,C. elaphus,Female,Fawn,2024-08-07,<1,3.95777927127937,4.2972119264599398,NA,<4,NA,NA,2.2535222547674398,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z91,C. elaphus,Male,Subadult,2024-05-29,<1,1.99647419132624,<2,NA,4.1923360277967996,NA,<1,<2,<1,<20,NA,<10,<4,NA,<1,<4,<2,<10,<1,<10,NA,<1,NA,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z92,C. elaphus,Female,Fawn,2024-08-19,<1,3.0036367577901699,3.5812227966535199,NA,<4,NA,NA,<2,<1,<20,NA,<10,<4,NA,NA,<4,<2,<10,<1,<10,NA,<1,NA,<10,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z96,C. elaphus,Female,Adult,2024-09-04,<1,<1,<2,NA,5.5848476495125796,<10,<1,8.7259032377371408,<1,<20,<4,<10,<4,NA,<1,<4,<2,<10,<1,12.381721550626599,<1,<1,NA,10.7968047613178,Eifel,NA,NA,NA,<10,NA,NA,NA,<2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z97,C. elaphus,Female,Fawn,2024-09-11,<1,2.7994021541034,3.7706992884437902,NA,21.7235115479866,NA,NA,6.9590143156219204,<1,118.539323624201,NA,12.2961818713139,<4,<1,NA,<4,<2,<10,<1,<10,<1,<1,<4,<10,Eifel,NA,NA,NA,<10,NA,<1,NA,<2,NA,NA,<4,NA,NA,<1,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
Z99,C. elaphus,Female,Fawn,2024-08-08,<1,4.0799426846550304,6.2753908202982096,NA,20.783773408972301,<10,<1,15.712875145224601,1.65050445162779,125.209951837079,<4,<10,<4,NA,NA,<4,<2,<10,<1,<10,<1,<1,NA,<10,Eifel,NA,NA,NA,<10,NA,<1,<1,<2,NA,NA,NA,NA,NA,<1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2024
